"Job_Title","Company_Name","City_State","Company_Rating","salary_Range","Post_Date","sal_hourly","min_salary","max_salary","avg_salary","job_state","pd_hourly","job_simp","seniority"
"Data Engineer, Machine Learning","Cadence Design Systems","San Jose, CA",4.3,"$110K-$188K (Glassdoor Est.)","24h",0,110,188,149,"CA",24,"data engineer","na"
"Data Scientist 6","Lam Research","Fremont, CA",4,"$117K-$183K (Glassdoor Est.)","4d",0,117,183,150,"CA",96,"data scientist","na"
"Senior Data Engineer (Match.com LLC, Palo Alto, CA)","Match","Palo Alto, CA",3.8,"$92K-$164K (Glassdoor Est.)","6d",0,92,164,128,"CA",144,"data engineer","senior"
"(USA) Data Scientist - GEC - Search","Walmart","Sunnyvale, CA",3.3,"$86K-$143K (Glassdoor Est.)","26d",0,86,143,114.5,"CA",624,"data scientist","na"
"Data Scientist","Centraprise","Foster City, CA",4.2,"$116K-$143K (Glassdoor Est.)","24d",0,116,143,129.5,"CA",576,"data scientist","na"
"Data Analyst","IntraEdge","Menlo Park, CA",3.8,"$51K-$93K (Glassdoor Est.)","20d",0,51,93,72,"CA",480,"analyst","na"
"Staff Data Scientist, eComm - International Search","Walmart","Sunnyvale, CA",3.3,"$133K-$218K (Glassdoor Est.)","3d",0,133,218,175.5,"CA",72,"data scientist","na"
"Data Science Architect","NVIDIA","Santa Clara, CA",4.7,"$168K-$266K (Glassdoor Est.)","25d",0,168,266,217,"CA",600,"na","na"
"Software or Machine Learning Engineer - Entry Level","Apple","Santa Clara, CA",4.2,"$124K-$194K (Glassdoor Est.)","12d",0,124,194,159,"CA",288,"mle","na"
"Data Scientist, Computer Vision","Appen","Sunnyvale, CA",3.7,"$63K-$106K (Glassdoor Est.)","20d",0,63,106,84.5,"CA",480,"data scientist","na"
"Data Scientist — Risk","ByteDance","Mountain View, CA",3.8,"$69K-$116K (Glassdoor Est.)","4d",0,69,116,92.5,"CA",96,"data scientist","na"
"Statistician - Data Scientist","Sandia National Laboratories","Livermore, CA",3.9,"$98K-$158K (Glassdoor Est.)","24h",0,98,158,128,"CA",24,"data scientist","na"
"Visiting Scientist, AI","Facebook","Menlo Park, CA",4.6,"$105K-$177K (Glassdoor Est.)","24h",0,105,177,141,"CA",24,"na","na"
"Senior Data Scientist - Machine Learning group","Cisco Systems","San Jose, CA",4.2,"$125K-$199K (Glassdoor Est.)","10d",0,125,199,162,"CA",240,"data scientist","senior"
"Data Scientist/Machine Learning","Juniper Networks","Cupertino, CA",3.9,"$93K-$149K (Glassdoor Est.)","21d",0,93,149,121,"CA",504,"data scientist","na"
"Staff Data Scientist, Cloud Security","Zscaler","San Jose, CA",4.7,"$142K-$226K (Glassdoor Est.)","24h",0,142,226,184,"CA",24,"data scientist","na"
"People Analytics Data Scientist","Applied Materials Inc.","Santa Clara, CA",3.9,"$88K-$140K (Glassdoor Est.)","15d",0,88,140,114,"CA",360,"data scientist","na"
"Data Analyst Tableau/Power BI","Tachyon Technologies","San Jose, CA",4.4,"$58K-$103K (Glassdoor Est.)","24h",0,58,103,80.5,"CA",24,"analyst","na"
"Decision Scientist 3","PayPal","San Jose, CA",3.9,"$125K-$198K (Glassdoor Est.)","3d",0,125,198,161.5,"CA",72,"na","na"
"Sr. Data Scientist - Sales Analytics","Zoom Video Communications","San Jose, CA",4.7,"$122K-$195K (Glassdoor Est.)","24h",0,122,195,158.5,"CA",24,"data scientist","senior"
"Data Engineer - Cloud (Remote)","CrowdStrike","Sunnyvale, CA",3.9,"$121K-$223K (Glassdoor Est.)","1d",0,121,223,172,"CA",24,"data engineer","na"
"Staff Business Data Analyst","Intuit","Mountain View, CA",4.6,"$103K-$177K (Glassdoor Est.)","9d",0,103,177,140,"CA",216,"analyst","na"
"Data Science Architect","BMC Software","Santa Clara, CA",3.8,"$122K-$192K (Glassdoor Est.)","25d",0,122,192,157,"CA",600,"na","na"
"Manager Data Science US","Sartorius","Fremont, CA",3.6,"$91K-$145K (Glassdoor Est.)","24h",0,91,145,118,"CA",24,"manager","na"
"Sr. Data Scientist - Sales Analytics","Zoom","San Jose, CA",3.2,"$142K-$227K (Glassdoor Est.)","24h",0,142,227,184.5,"CA",24,"data scientist","senior"
"Data Scientist","SOFTHQ INC","Sunnyvale, CA",3.6,"$91K-$153K (Glassdoor Est.)","24h",0,91,153,122,"CA",24,"data scientist","na"
"Data Science Architect","BMC","Santa Clara, CA",3.4,"$92K-$148K (Glassdoor Est.)","20d",0,92,148,120,"CA",480,"na","na"
"Data Scientist","Vectra","San Jose, CA",2.8,"$110K-$174K (Glassdoor Est.)","13d",0,110,174,142,"CA",312,"data scientist","na"
"Staff Data Scientist – Global Payments & Fraud Management","Sony PlayStation","San Mateo, CA",3.7,"$166K-$266K (Glassdoor Est.)","4d",0,166,266,216,"CA",96,"data scientist","na"
"Data Scientist - Metrics & Product Validation","Aurora","Palo Alto, CA",2.6,"$61K-$104K (Glassdoor Est.)","14d",0,61,104,82.5,"CA",336,"data scientist","na"
"Senior Technical Data Analyst","Intuit","Mountain View, CA",4.6,"$104K-$177K (Glassdoor Est.)","9d",0,104,177,140.5,"CA",216,"analyst","senior"
"Apple One Business Data Scientist, Apple Media Products Data Science - Cupertino","Apple","Santa Clara, CA",4.2,"$115K-$183K (Glassdoor Est.)","17d",0,115,183,149,"CA",408,"data scientist","na"
"Search - Data Scientist, Experimentation and User Study","JD.com","Mountain View, CA",3.7,"$112K-$181K (Glassdoor Est.)","15d",0,112,181,146.5,"CA",360,"data scientist","na"
"Scientist, Applied Bioinformatics","10x Genomics","Pleasanton, CA",4.4,"$100K-$159K (Glassdoor Est.)","14d",0,100,159,129.5,"CA",336,"na","na"
"Manager 3 Data and Analytics","Intuit","Mountain View, CA",4.6,"$114K-$191K (Glassdoor Est.)","21d",0,114,191,152.5,"CA",504,"manager","na"
"Data Scientist III, Growth Analytics","Livongo","Mountain View, CA",4.7,"$121K-$194K (Glassdoor Est.)","24h",0,121,194,157.5,"CA",24,"data scientist","na"
"AI Scientist","Electronic Arts","Redwood City, CA",4,"$94K-$156K (Glassdoor Est.)","7d",0,94,156,125,"CA",168,"na","na"
"Cybersecurity Data Scientist","Lawrence Livermore National Laboratory","Livermore, CA",4.7,"$106K-$168K (Glassdoor Est.)","11d",0,106,168,137,"CA",264,"data scientist","na"
"Principal Data Scientist","Cisco Systems","San Jose, CA",4.2,"$125K-$198K (Glassdoor Est.)","24h",0,125,198,161.5,"CA",24,"data scientist","senior"
"AI/ML- Machine Learning Engineer","Apple","Santa Clara, CA",4.2,"$122K-$196K (Glassdoor Est.)","24h",0,122,196,159,"CA",24,"mle","na"
"Data Science Manager, SBG","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","23d",0,138,220,179,"CA",552,"manager","na"
"Deep Learning / NLP Data Scientist || Sunnyvale, CA || (Only W2) ||","SOFTHQ INC","Sunnyvale, CA",3.6,"$83K-$143K (Glassdoor Est.)","4d",0,83,143,113,"CA",96,"data scientist","na"
"Project Scientist - Data Analytics","SLAC National Accelerator Laboratory","Menlo Park, CA",3.6,"$106K-$169K (Glassdoor Est.)","15d",0,106,169,137.5,"CA",360,"na","na"
"Data Scientist, Analytics - Ads Delivery","Facebook","Menlo Park, CA",4.6,"$119K-$188K (Glassdoor Est.)","26d",0,119,188,153.5,"CA",624,"data scientist","na"
"Senior Machine Learning Scientist - Bay Area, CA","Tempus Labs","Redwood City, CA",3.3,"$141K-$228K (Glassdoor Est.)","5d",0,141,228,184.5,"CA",120,"mle","senior"
"Business Intelligence Analyst","PayPal","San Jose, CA",3.9,"$61K-$122K (Glassdoor Est.)","24h",0,61,122,91.5,"CA",24,"analyst","na"
"Machine Learning Engineer - ML Platform","Apple","Santa Clara, CA",4.2,"$134K-$210K (Glassdoor Est.)","6d",0,134,210,172,"CA",144,"mle","na"
"Big Data Engineer","SpringML","Pleasanton, CA",4.4,"$96K-$96K (Glassdoor Est.)","7d",0,96,96,96,"CA",168,"data engineer","na"
"Data Analyst","Zipongo","San Jose, CA",4,"$103K-$155K (Glassdoor Est.)","19d",0,103,155,129,"CA",456,"analyst","na"
"Research Scientist, Planner/Behavior Prediction","Nuro","Mountain View, CA",4.3,"$90K-$169K (Glassdoor Est.)","10d",0,90,169,129.5,"CA",240,"na","na"
"AI/ML - Machine Learning Scientist, Siri Understanding","Apple","Santa Clara, CA",4.2,"$134K-$210K (Glassdoor Est.)","7d",0,134,210,172,"CA",168,"mle","na"
"Staff Data Scientist","Proofpoint","Sunnyvale, CA",3.8,"$123K-$196K (Glassdoor Est.)","14d",0,123,196,159.5,"CA",336,"data scientist","na"
"BI Data Analyst","Tekreliance LLC","San Jose, CA",3.5,"$46K-$83K (Glassdoor Est.)","7d",0,46,83,64.5,"CA",168,"analyst","na"
"Supply Chain Data Analyst","Softcom Systems","San Jose, CA",4.3,"$69K-$121K (Glassdoor Est.)","21d",0,69,121,95,"CA",504,"analyst","na"
"Principal Data Scientist","Sage","San Jose, CA",4.3,"$107K-$170K (Glassdoor Est.)","6d",0,107,170,138.5,"CA",144,"data scientist","senior"
"Data Science Engineering, Machine Learning","MuleSoft","Palo Alto, CA",4.4,"$115K-$198K (Glassdoor Est.)","27d",0,115,198,156.5,"CA",648,"mle","na"
"Senior Data Scientist","PayPal","San Jose, CA",3.9,"$116K-$188K (Glassdoor Est.)","5d",0,116,188,152,"CA",120,"data scientist","senior"
"Data Scientist, SPG Systems Engineering","Apple","Santa Clara, CA",4.2,"$117K-$186K (Glassdoor Est.)","7d",0,117,186,151.5,"CA",168,"data scientist","na"
"Research Scientist, AI","Facebook","Menlo Park, CA",4.6,"$122K-$223K (Glassdoor Est.)","24h",0,122,223,172.5,"CA",24,"na","na"
"Staff Machine Learning Engineer","Intuit","Mountain View, CA",4.6,"$139K-$242K (Glassdoor Est.)","1d",0,139,242,190.5,"CA",24,"mle","na"
"Senior Data Scientist - Business Growth","JD.com","Mountain View, CA",3.7,"$126K-$203K (Glassdoor Est.)","24h",0,126,203,164.5,"CA",24,"data scientist","senior"
"Data Scientist, Triage - McD Tech Labs","McDonald's Corporate","Mountain View, CA",3.5,"$76K-$122K (Glassdoor Est.)","9d",0,76,122,99,"CA",216,"data scientist","na"
"Big Data Engineer (DW/ETL)","Intuit","Mountain View, CA",4.6,"$87K-$157K (Glassdoor Est.)","1d",0,87,157,122,"CA",24,"data engineer","na"
"Data Scientist Intern, PhD, Summer","Google","Palo Alto, CA",4.5,"$119K-$194K (Glassdoor Est.)","18d",0,119,194,156.5,"CA",432,"data scientist","na"
"SMART Platform Lab Data Scientist","NTT DATA","Palo Alto, CA",3.4,"$143K-$226K (Glassdoor Est.)","3d",0,143,226,184.5,"CA",72,"data scientist","na"
"Machine Learning Engineer - iCloud Education Team","Apple","Santa Clara, CA",4.2,"$134K-$210K (Glassdoor Est.)","6d",0,134,210,172,"CA",144,"mle","na"
"Business Intelligence Analyst","Nextgen Technologies","San Jose, CA",4.2,"$49K-$101K (Glassdoor Est.)","6d",0,49,101,75,"CA",144,"analyst","na"
"Senior Data Scientist - Security","Snowflake","San Mateo, CA",4.2,"$153K-$239K (Glassdoor Est.)","13d",0,153,239,196,"CA",312,"data scientist","senior"
"Data Science Engineer","Dtex Systems","San Jose, CA",4.3,"$127K-$157K (Glassdoor Est.)","24h",0,127,157,142,"CA",24,"na","na"
"Senior Data Scientist, Machine Learning","Atlassian","Mountain View, CA",4.5,"$117K-$187K (Glassdoor Est.)","15d",0,117,187,152,"CA",360,"data scientist","senior"
"Department of Applied Data Science Lecturer Pool","California State University","San Jose, CA",4.2,"$80K-$133K (Glassdoor Est.)","5d",0,80,133,106.5,"CA",120,"na","na"
"Upstart - Data Scientist, Machine Learning / Deep Learning Specialist","V3 Talent Partners Inc.","San Carlos, CA",NA,"$110K-$145K (Glassdoor Est.)","5d",0,110,145,127.5,"CA",120,"data scientist","na"
"Data Engineer","AppLovin","Palo Alto, CA",4.8,"$108K-$199K (Glassdoor Est.)","7d",0,108,199,153.5,"CA",168,"data engineer","na"
"AI/ML - Machine Learning Engineer, Siri Understanding","Apple","Santa Clara, CA",4.2,"$134K-$210K (Glassdoor Est.)","13d",0,134,210,172,"CA",312,"mle","na"
"Senior Scientist, Enzyme Engineering","GenapSys, Inc.","Redwood City, CA",3.6,"$88K-$180K (Glassdoor Est.)","6d",0,88,180,134,"CA",144,"na","senior"
"Upstart - Data Scientist, Statistical Modeling Specialist","V3 Talent Partners Inc.","San Carlos, CA",NA,"$92K-$125K (Glassdoor Est.)","5d",0,92,125,108.5,"CA",120,"data scientist","na"
"Machine Learning Engineer, 1+ Years Experience","Snap","Mountain View, CA",3.9,"$124K-$211K (Glassdoor Est.)","11d",0,124,211,167.5,"CA",264,"mle","na"
"Senior Deep Learning Data Scientist, RAPIDS - AI","NVIDIA","Santa Clara, CA",4.7,"$143K-$170K (Glassdoor Est.)","20d",0,143,170,156.5,"CA",480,"data scientist","senior"
"Data Scientist - Construction Operations","Tesla","Fremont, CA",3.5,"$87K-$139K (Glassdoor Est.)","14d",0,87,139,113,"CA",336,"data scientist","na"
"Sr. Data Scientist: Attribution Modeling","FocusKPI Inc.","San Jose, CA",3.3,"$131K-$208K (Glassdoor Est.)","24h",0,131,208,169.5,"CA",24,"data scientist","senior"
"Data Science Instructor","IntelliPro Group Inc.","Santa Clara, CA",4.2,"$66K-$111K (Glassdoor Est.)","18d",0,66,111,88.5,"CA",432,"na","na"
"Senior Scientist, Machine Learning","Niantic","Sunnyvale, CA",3.9,"$132K-$227K (Glassdoor Est.)","12d",0,132,227,179.5,"CA",288,"mle","senior"
"Senior Data Scientist (Customer Analytics)","Coupang","Mountain View, CA",3.6,"$86K-$140K (Glassdoor Est.)","20d",0,86,140,113,"CA",480,"data scientist","senior"
"Marketing Data Scientist Lead","Adobe","San Jose, CA",4.3,"$138K-$228K (Glassdoor Est.)","24h",0,138,228,183,"CA",24,"data scientist","senior"
"Senior Machine Learning Engineer/Data Scientist","Ellie Mae","Pleasanton, CA",3.2,"$118K-$197K (Glassdoor Est.)","24h",0,118,197,157.5,"CA",24,"data scientist","senior"
"Senior Data Scientist, Ad Platforms-Data Insights","Apple","Santa Clara, CA",4.2,"$141K-$225K (Glassdoor Est.)","7d",0,141,225,183,"CA",168,"data scientist","senior"
"AI/ML - Machine Learning R&D Scientist, Machine Translation","Apple","Santa Clara, CA",4.2,"$134K-$210K (Glassdoor Est.)","11d",0,134,210,172,"CA",264,"mle","na"
"Data Analyst","Stanford University","Stanford, CA",4.3,"$52K-$96K (Glassdoor Est.)","5d",0,52,96,74,"CA",120,"analyst","na"
"Sr. Analyst, Data Science for Payments","PayPal","San Jose, CA",3.9,"$68K-$122K (Glassdoor Est.)","10d",0,68,122,95,"CA",240,"analyst","senior"
"Senior Data Scientist","SAP","Palo Alto, CA",4.6,"$113K-$180K (Glassdoor Est.)","4d",0,113,180,146.5,"CA",96,"data scientist","senior"
"Sr. Business Data Analyst","Intuit","Mountain View, CA",4.6,"$89K-$155K (Glassdoor Est.)","23d",0,89,155,122,"CA",552,"analyst","senior"
"Staff Data Scientist - GEC - Personalization","Walmart","Sunnyvale, CA",3.3,"$133K-$218K (Glassdoor Est.)","24h",0,133,218,175.5,"CA",24,"data scientist","na"
"Data Modeler","Auritas","San Jose, CA",4.4,"$92K-$153K (Glassdoor Est.)","5d",0,92,153,122.5,"CA",120,"na","na"
"Principal Data Scientist, Machine Learning","Atlassian","Mountain View, CA",4.5,"$139K-$222K (Glassdoor Est.)","15d",0,139,222,180.5,"CA",360,"data scientist","senior"
"Quantitative Researcher (Health Impact)","Facebook","Menlo Park, CA",4.6,"$86K-$170K (Glassdoor Est.)","24h",0,86,170,128,"CA",24,"na","na"
"Data Analyst","Taos","San Jose, CA",4.2,"$77K-$135K (Glassdoor Est.)","9d",0,77,135,106,"CA",216,"analyst","na"
"Lead Data Analyst","Freedom Financial","San Mateo, CA",2.2,"$55K-$94K (Glassdoor Est.)","6d",0,55,94,74.5,"CA",144,"analyst","senior"
"Senior Data Scientist/Statistician","Align Technology","San Jose, CA",4.4,"$123K-$195K (Glassdoor Est.)","4d",0,123,195,159,"CA",96,"data scientist","senior"
"Data Analyst, Autonomy Operations","Nuro","Mountain View, CA",4.3,"$58K-$105K (Glassdoor Est.)","24d",0,58,105,81.5,"CA",576,"analyst","na"
"Associate Scientist 1","Illumina","Foster City, CA",4,"$57K-$111K (Glassdoor Est.)","13d",0,57,111,84,"CA",312,"na","na"
"Machine Learning Scientist - Bay Area, CA","Tempus Labs","Redwood City, CA",3.3,"$102K-$144K (Glassdoor Est.)","21d",0,102,144,123,"CA",504,"mle","na"
"Big Data Engineer","Shape Security","Mountain View, CA",4.2,"$108K-$135K (Glassdoor Est.)","6d",0,108,135,121.5,"CA",144,"data engineer","na"
"Payments Analytics Manager","eBay Inc.","San Jose, CA",3.7,"$144K-$255K (Glassdoor Est.)","24h",0,144,255,199.5,"CA",24,"manager","na"
"Business Intelligence Analyst","Tesla","Fremont, CA",3.5,"$50K-$100K (Glassdoor Est.)","24h",0,50,100,75,"CA",24,"analyst","na"
"Data Analyst - Marketing & Sales Solutions","McKinsey & Company","San Jose, CA",4.4,"$69K-$120K (Glassdoor Est.)","20d",0,69,120,94.5,"CA",480,"analyst","na"
"Data Scientist Technical Lead","Google","Mountain View, CA",4.5,"$149K-$241K (Glassdoor Est.)","11d",0,149,241,195,"CA",264,"data scientist","senior"
"Analytics Consultant","IQVIA","San Mateo, CA",3.7,"$78K-$120K (Glassdoor Est.)","24h",0,78,120,99,"CA",24,"na","na"
"AI/ML - Sr. Data Scientist, Siri Data","Apple","Santa Clara, CA",4.2,"$141K-$225K (Glassdoor Est.)","19d",0,141,225,183,"CA",456,"data scientist","senior"
"Sr. Applied Scientist- AWS AI","Amazon.com Services LLC","East Palo Alto, CA",3.9,"$135K-$210K (Glassdoor Est.)","24h",0,135,210,172.5,"CA",24,"na","senior"
"Senior Data Scientist","Electronic Arts","Redwood City, CA",4,"$144K-$227K (Glassdoor Est.)","3d",0,144,227,185.5,"CA",72,"data scientist","senior"
"Principal Data Scientist","Veritas Technologies","Santa Clara, CA",3.3,"$166K-$265K (Glassdoor Est.)","15d",0,166,265,215.5,"CA",360,"data scientist","senior"
"Business Analyst/Data Scientist","ACL Digital","Menlo Park, CA",3.2,"$45K-$84K (Glassdoor Est.)","24h",0,45,84,64.5,"CA",24,"data scientist","na"
"Data Analyst","Fiserv","Sunnyvale, CA",3.2,"$58K-$99K (Glassdoor Est.)","27d",0,58,99,78.5,"CA",648,"analyst","na"
"Staff Data Scientist, eComm","Walmart","Sunnyvale, CA",3.3,"$133K-$218K (Glassdoor Est.)","14d",0,133,218,175.5,"CA",336,"data scientist","na"
"Analytics Software – Machine Learning Scientist","FICO","San Jose, CA",3.7,"$90K-$159K (Glassdoor Est.)","5d",0,90,159,124.5,"CA",120,"mle","na"
"Data Science Content Author","Wiley","Los Gatos, CA",3.5,"$104K-$166K (Glassdoor Est.)","24h",0,104,166,135,"CA",24,"na","na"
"Research Scientist (Machine Learning and Artificial Intelligence)","Samsung Research America","Mountain View, CA",3,"$86K-$152K (Glassdoor Est.)","15d",0,86,152,119,"CA",360,"mle","na"
"Senior Data Scientist, eComm","Walmart","Sunnyvale, CA",3.3,"$122K-$190K (Glassdoor Est.)","3d",0,122,190,156,"CA",72,"data scientist","senior"
"Senior Data Scientist (Risk)","Earnin","Palo Alto, CA",3.7,"$131K-$207K (Glassdoor Est.)","24h",0,131,207,169,"CA",24,"data scientist","senior"
"Data Modeler","KPI Partners","Newark, CA",3.6,"$113K-$121K (Glassdoor Est.)","7d",0,113,121,117,"CA",168,"na","na"
"Scientist","Bio-Techne","San Jose, CA",3.6,"$65K-$140K (Glassdoor Est.)","11d",0,65,140,102.5,"CA",264,"na","na"
"Principal Data Scientist | CA-Cupertino","HopHR","Cupertino, CA",NA,"$172K-$192K (Glassdoor Est.)","16d",0,172,192,182,"CA",384,"data scientist","senior"
"Lead Data Scientist","CVS Health","Cupertino, CA",2.9,"$127K-$202K (Glassdoor Est.)","18d",0,127,202,164.5,"CA",432,"data scientist","senior"
"Machine Learning Engineer","Splunk","San Jose, CA",4.1,"$123K-$211K (Glassdoor Est.)","20d",0,123,211,167,"CA",480,"mle","na"
"(Senior) Data Scientist - Tencent Games","Tencent","Palo Alto, CA",4.2,"$106K-$168K (Glassdoor Est.)","14d",0,106,168,137,"CA",336,"data scientist","senior"
"Business Intelligence Analyst","Albertsons Companies","Pleasanton, CA",3.4,"$60K-$117K (Glassdoor Est.)","24h",0,60,117,88.5,"CA",24,"analyst","na"
"Machine Learning Engineer - Perception ML Systems","Apple","Santa Clara, CA",4.2,"$134K-$210K (Glassdoor Est.)","17d",0,134,210,172,"CA",408,"mle","na"
"Data Engineer II","CDK Global","San Jose, CA",3.1,"$85K-$159K (Glassdoor Est.)","1d",0,85,159,122,"CA",24,"data engineer","na"
"Applied Machine Learning Engineer","ByteDance","Mountain View, CA",3.8,"$82K-$143K (Glassdoor Est.)","7d",0,82,143,112.5,"CA",168,"mle","na"
"Cloud Data Engineer - GCP","Onstak","San Jose, CA",2.1,"$98K-$134K (Glassdoor Est.)","15d",0,98,134,116,"CA",360,"data engineer","na"
"Autopilot, Deep Learning Engineer/Scientist","Tesla","Palo Alto, CA",3.5,"$105K-$180K (Glassdoor Est.)","14d",0,105,180,142.5,"CA",336,"na","na"
"Senior Data Scientist - Nationwide Opportunities","Amazon","East Palo Alto, CA",3.9,"$134K-$215K (Glassdoor Est.)","27d",0,134,215,174.5,"CA",648,"data scientist","senior"
"Lead Data Scientist - Analyst","Sony Corporation of America","San Jose, CA",3.7,"$109K-$177K (Glassdoor Est.)","15d",0,109,177,143,"CA",360,"data scientist","senior"
"Research Scientist","Upstart","San Mateo, CA",4.4,"$78K-$152K (Glassdoor Est.)","3d",0,78,152,115,"CA",72,"na","na"
